id,item_id,dept_id,cat_id,store_id,state_id,date,sales,weekday,wm_yr_wk,event_type_1,event_type_2,sell_price,event_sporting,event_cultural,event_national,event_religious,y_pred
FOODS_1_048_CA_3_evaluation,FOODS_1_048,FOODS_1,FOODS,CA_3,CA,2016-05-11,0,Wednesday,11615,,,5.98,0,0,0,0,1.0534345
FOODS_1_048_CA_3_evaluation,FOODS_1_048,FOODS_1,FOODS,CA_3,CA,2016-05-12,2,Thursday,11615,,,5.98,0,0,0,0,0.93671256
FOODS_1_048_CA_3_evaluation,FOODS_1_048,FOODS_1,FOODS,CA_3,CA,2016-05-13,3,Friday,11615,,,5.98,0,0,0,0,1.0077341
FOODS_1_048_CA_3_evaluation,FOODS_1_048,FOODS_1,FOODS,CA_3,CA,2016-05-14,1,Saturday,11616,,,5.98,0,0,0,0,1.2321333
FOODS_1_048_CA_3_evaluation,FOODS_1_048,FOODS_1,FOODS,CA_3,CA,2016-05-15,0,Sunday,11616,,,5.98,0,0,0,0,1.261523
FOODS_1_048_CA_3_evaluation,FOODS_1_048,FOODS_1,FOODS,CA_3,CA,2016-05-16,0,Monday,11616,,,5.98,0,0,0,0,0.9464247
FOODS_1_048_CA_3_evaluation,FOODS_1_048,FOODS_1,FOODS,CA_3,CA,2016-05-17,0,Tuesday,11616,,,5.98,0,0,0,0,0.9194578
FOODS_1_048_CA_3_evaluation,FOODS_1_048,FOODS_1,FOODS,CA_3,CA,2016-05-18,3,Wednesday,11616,,,5.98,0,0,0,0,0.9276044
FOODS_1_048_CA_3_evaluation,FOODS_1_048,FOODS_1,FOODS,CA_3,CA,2016-05-19,0,Thursday,11616,,,5.98,0,0,0,0,0.8829335
FOODS_1_048_CA_3_evaluation,FOODS_1_048,FOODS_1,FOODS,CA_3,CA,2016-05-20,1,Friday,11616,,,5.98,0,0,0,0,0.9790486
FOODS_1_048_CA_3_evaluation,FOODS_1_048,FOODS_1,FOODS,CA_3,CA,2016-05-21,1,Saturday,11617,,,5.98,0,0,0,0,1.2255851
FOODS_1_048_CA_3_evaluation,FOODS_1_048,FOODS_1,FOODS,CA_3,CA,2016-05-22,3,Sunday,11617,,,5.98,0,0,0,0,1.2596093
FOODS_1_061_TX_3_evaluation,FOODS_1_061,FOODS_1,FOODS,TX_3,TX,2016-05-09,5,Monday,11615,,,2.24,0,0,0,0,0.90579295
FOODS_1_061_TX_3_evaluation,FOODS_1_061,FOODS_1,FOODS,TX_3,TX,2016-05-10,3,Tuesday,11615,,,2.24,0,0,0,0,0.8214613
FOODS_1_061_TX_3_evaluation,FOODS_1_061,FOODS_1,FOODS,TX_3,TX,2016-05-11,2,Wednesday,11615,,,2.24,0,0,0,0,0.8358879
FOODS_1_061_TX_3_evaluation,FOODS_1_061,FOODS_1,FOODS,TX_3,TX,2016-05-12,0,Thursday,11615,,,2.24,0,0,0,0,0.8265101
FOODS_1_061_TX_3_evaluation,FOODS_1_061,FOODS_1,FOODS,TX_3,TX,2016-05-13,0,Friday,11615,,,2.24,0,0,0,0,0.93067455
FOODS_1_061_TX_3_evaluation,FOODS_1_061,FOODS_1,FOODS,TX_3,TX,2016-05-14,0,Saturday,11616,,,2.24,0,0,0,0,1.119932
FOODS_1_061_TX_3_evaluation,FOODS_1_061,FOODS_1,FOODS,TX_3,TX,2016-05-15,2,Sunday,11616,,,2.24,0,0,0,0,1.0503732
FOODS_1_061_TX_3_evaluation,FOODS_1_061,FOODS_1,FOODS,TX_3,TX,2016-05-16,2,Monday,11616,,,2.24,0,0,0,0,0.80723
FOODS_1_061_TX_3_evaluation,FOODS_1_061,FOODS_1,FOODS,TX_3,TX,2016-05-17,0,Tuesday,11616,,,2.24,0,0,0,0,0.75917625
FOODS_1_061_TX_3_evaluation,FOODS_1_061,FOODS_1,FOODS,TX_3,TX,2016-05-18,2,Wednesday,11616,,,2.24,0,0,0,0,0.7772149
FOODS_1_061_TX_3_evaluation,FOODS_1_061,FOODS_1,FOODS,TX_3,TX,2016-05-19,0,Thursday,11616,,,2.24,0,0,0,0,0.7959678
FOODS_1_061_TX_3_evaluation,FOODS_1_061,FOODS_1,FOODS,TX_3,TX,2016-05-20,0,Friday,11616,,,2.24,0,0,0,0,0.9462819
FOODS_1_061_TX_3_evaluation,FOODS_1_061,FOODS_1,FOODS,TX_3,TX,2016-05-21,1,Saturday,11617,,,2.24,0,0,0,0,1.1010323
FOODS_1_061_TX_3_evaluation,FOODS_1_061,FOODS_1,FOODS,TX_3,TX,2016-05-22,1,Sunday,11617,,,2.24,0,0,0,0,1.0206182
FOODS_1_067_CA_3_evaluation,FOODS_1_067,FOODS_1,FOODS,CA_3,CA,2016-05-09,5,Monday,11615,,,2.0,0,0,0,0,5.283192
FOODS_1_067_CA_3_evaluation,FOODS_1_067,FOODS_1,FOODS,CA_3,CA,2016-05-10,2,Tuesday,11615,,,2.0,0,0,0,0,5.1107764
FOODS_1_067_CA_3_evaluation,FOODS_1_067,FOODS_1,FOODS,CA_3,CA,2016-05-11,3,Wednesday,11615,,,2.0,0,0,0,0,5.167669
FOODS_1_067_CA_3_evaluation,FOODS_1_067,FOODS_1,FOODS,CA_3,CA,2016-05-12,15,Thursday,11615,,,2.0,0,0,0,0,5.0020275
FOODS_1_067_CA_3_evaluation,FOODS_1_067,FOODS_1,FOODS,CA_3,CA,2016-05-13,1,Friday,11615,,,2.0,0,0,0,0,5.3172336
FOODS_1_067_CA_3_evaluation,FOODS_1_067,FOODS_1,FOODS,CA_3,CA,2016-05-14,8,Saturday,11616,,,2.0,0,0,0,0,6.470777
FOODS_1_067_CA_3_evaluation,FOODS_1_067,FOODS_1,FOODS,CA_3,CA,2016-05-15,10,Sunday,11616,,,2.0,0,0,0,0,6.233189
FOODS_1_067_CA_3_evaluation,FOODS_1_067,FOODS_1,FOODS,CA_3,CA,2016-05-16,1,Monday,11616,,,2.0,0,0,0,0,5.091675
FOODS_1_067_CA_3_evaluation,FOODS_1_067,FOODS_1,FOODS,CA_3,CA,2016-05-17,4,Tuesday,11616,,,2.0,0,0,0,0,4.7552595
FOODS_1_067_CA_3_evaluation,FOODS_1_067,FOODS_1,FOODS,CA_3,CA,2016-05-18,2,Wednesday,11616,,,2.0,0,0,0,0,4.849849
FOODS_1_067_CA_3_evaluation,FOODS_1_067,FOODS_1,FOODS,CA_3,CA,2016-05-19,11,Thursday,11616,,,2.0,0,0,0,0,4.9877615
FOODS_1_067_CA_3_evaluation,FOODS_1_067,FOODS_1,FOODS,CA_3,CA,2016-05-20,14,Friday,11616,,,2.0,0,0,0,0,5.412947
FOODS_1_067_CA_3_evaluation,FOODS_1_067,FOODS_1,FOODS,CA_3,CA,2016-05-21,2,Saturday,11617,,,2.0,0,0,0,0,6.6563444
FOODS_1_067_CA_3_evaluation,FOODS_1_067,FOODS_1,FOODS,CA_3,CA,2016-05-22,8,Sunday,11617,,,2.0,0,0,0,0,6.4449854
FOODS_1_069_CA_2_evaluation,FOODS_1_069,FOODS_1,FOODS,CA_2,CA,2016-05-09,9,Monday,11615,,,2.68,0,0,0,0,3.457007
FOODS_1_069_CA_2_evaluation,FOODS_1_069,FOODS_1,FOODS,CA_2,CA,2016-05-10,3,Tuesday,11615,,,2.68,0,0,0,0,3.1523337
FOODS_1_069_CA_2_evaluation,FOODS_1_069,FOODS_1,FOODS,CA_2,CA,2016-05-11,0,Wednesday,11615,,,2.68,0,0,0,0,3.1863847
FOODS_1_069_CA_2_evaluation,FOODS_1_069,FOODS_1,FOODS,CA_2,CA,2016-05-12,0,Thursday,11615,,,2.68,0,0,0,0,3.2841609
FOODS_1_069_CA_2_evaluation,FOODS_1_069,FOODS_1,FOODS,CA_2,CA,2016-05-13,3,Friday,11615,,,2.68,0,0,0,0,3.532782
FOODS_1_069_CA_2_evaluation,FOODS_1_069,FOODS_1,FOODS,CA_2,CA,2016-05-14,7,Saturday,11616,,,2.68,0,0,0,0,4.3206315
FOODS_1_069_CA_2_evaluation,FOODS_1_069,FOODS_1,FOODS,CA_2,CA,2016-05-15,2,Sunday,11616,,,2.68,0,0,0,0,3.92583
FOODS_1_069_CA_2_evaluation,FOODS_1_069,FOODS_1,FOODS,CA_2,CA,2016-05-16,7,Monday,11616,,,2.68,0,0,0,0,3.24517
FOODS_1_069_CA_2_evaluation,FOODS_1_069,FOODS_1,FOODS,CA_2,CA,2016-05-17,5,Tuesday,11616,,,2.68,0,0,0,0,2.7833612
FOODS_1_069_CA_2_evaluation,FOODS_1_069,FOODS_1,FOODS,CA_2,CA,2016-05-18,9,Wednesday,11616,,,2.68,0,0,0,0,2.8983896
FOODS_1_069_CA_2_evaluation,FOODS_1_069,FOODS_1,FOODS,CA_2,CA,2016-05-19,3,Thursday,11616,,,2.68,0,0,0,0,3.176741
FOODS_1_069_CA_2_evaluation,FOODS_1_069,FOODS_1,FOODS,CA_2,CA,2016-05-20,8,Friday,11616,,,2.68,0,0,0,0,3.555235
FOODS_1_069_CA_2_evaluation,FOODS_1_069,FOODS_1,FOODS,CA_2,CA,2016-05-21,5,Saturday,11617,,,2.68,0,0,0,0,4.4764376
FOODS_1_069_CA_2_evaluation,FOODS_1_069,FOODS_1,FOODS,CA_2,CA,2016-05-22,6,Sunday,11617,,,2.68,0,0,0,0,4.030567
FOODS_1_106_CA_3_evaluation,FOODS_1_106,FOODS_1,FOODS,CA_3,CA,2016-05-09,16,Monday,11615,,,3.54,0,0,0,0,3.479266
FOODS_1_106_CA_3_evaluation,FOODS_1_106,FOODS_1,FOODS,CA_3,CA,2016-05-10,0,Tuesday,11615,,,3.54,0,0,0,0,3.0768013
FOODS_1_106_CA_3_evaluation,FOODS_1_106,FOODS_1,FOODS,CA_3,CA,2016-05-11,0,Wednesday,11615,,,3.54,0,0,0,0,2.9143958
FOODS_1_106_CA_3_evaluation,FOODS_1_106,FOODS_1,FOODS,CA_3,CA,2016-05-12,1,Thursday,11615,,,3.54,0,0,0,0,2.7778583
FOODS_1_106_CA_3_evaluation,FOODS_1_106,FOODS_1,FOODS,CA_3,CA,2016-05-13,3,Friday,11615,,,3.54,0,0,0,0,3.2866926
FOODS_1_106_CA_3_evaluation,FOODS_1_106,FOODS_1,FOODS,CA_3,CA,2016-05-14,5,Saturday,11616,,,3.54,0,0,0,0,4.1137543
FOODS_1_106_CA_3_evaluation,FOODS_1_106,FOODS_1,FOODS,CA_3,CA,2016-05-15,2,Sunday,11616,,,3.54,0,0,0,0,3.6756148
FOODS_1_106_CA_3_evaluation,FOODS_1_106,FOODS_1,FOODS,CA_3,CA,2016-05-16,0,Monday,11616,,,3.54,0,0,0,0,3.0393927
FOODS_1_106_CA_3_evaluation,FOODS_1_106,FOODS_1,FOODS,CA_3,CA,2016-05-17,6,Tuesday,11616,,,3.54,0,0,0,0,2.6016634
FOODS_1_106_CA_3_evaluation,FOODS_1_106,FOODS_1,FOODS,CA_3,CA,2016-05-18,2,Wednesday,11616,,,3.54,0,0,0,0,2.5101612
FOODS_1_106_CA_3_evaluation,FOODS_1_106,FOODS_1,FOODS,CA_3,CA,2016-05-19,2,Thursday,11616,,,3.54,0,0,0,0,2.4931629
FOODS_1_106_CA_3_evaluation,FOODS_1_106,FOODS_1,FOODS,CA_3,CA,2016-05-20,7,Friday,11616,,,3.54,0,0,0,0,3.0581298
FOODS_1_106_CA_3_evaluation,FOODS_1_106,FOODS_1,FOODS,CA_3,CA,2016-05-21,7,Saturday,11617,,,3.54,0,0,0,0,3.9527535
FOODS_1_106_CA_3_evaluation,FOODS_1_106,FOODS_1,FOODS,CA_3,CA,2016-05-22,6,Sunday,11617,,,3.54,0,0,0,0,3.4893613
FOODS_1_123_CA_3_evaluation,FOODS_1_123,FOODS_1,FOODS,CA_3,CA,2016-05-09,1,Monday,11615,,,3.54,0,0,0,0,2.741543
FOODS_1_123_CA_3_evaluation,FOODS_1_123,FOODS_1,FOODS,CA_3,CA,2016-05-10,0,Tuesday,11615,,,3.54,0,0,0,0,2.5875287
FOODS_1_123_CA_3_evaluation,FOODS_1_123,FOODS_1,FOODS,CA_3,CA,2016-05-11,1,Wednesday,11615,,,3.54,0,0,0,0,2.6881585
FOODS_1_123_CA_3_evaluation,FOODS_1_123,FOODS_1,FOODS,CA_3,CA,2016-05-12,0,Thursday,11615,,,3.54,0,0,0,0,2.5987291
FOODS_1_123_CA_3_evaluation,FOODS_1_123,FOODS_1,FOODS,CA_3,CA,2016-05-13,3,Friday,11615,,,3.54,0,0,0,0,2.697337
FOODS_1_123_CA_3_evaluation,FOODS_1_123,FOODS_1,FOODS,CA_3,CA,2016-05-14,0,Saturday,11616,,,3.54,0,0,0,0,3.1929502
FOODS_1_123_CA_3_evaluation,FOODS_1_123,FOODS_1,FOODS,CA_3,CA,2016-05-15,9,Sunday,11616,,,3.54,0,0,0,0,3.1022308
FOODS_1_123_CA_3_evaluation,FOODS_1_123,FOODS_1,FOODS,CA_3,CA,2016-05-16,0,Monday,11616,,,3.54,0,0,0,0,2.649036
FOODS_1_123_CA_3_evaluation,FOODS_1_123,FOODS_1,FOODS,CA_3,CA,2016-05-17,0,Tuesday,11616,,,3.54,0,0,0,0,2.4371057
FOODS_1_123_CA_3_evaluation,FOODS_1_123,FOODS_1,FOODS,CA_3,CA,2016-05-18,1,Wednesday,11616,,,3.54,0,0,0,0,2.5209265
FOODS_1_123_CA_3_evaluation,FOODS_1_123,FOODS_1,FOODS,CA_3,CA,2016-05-19,1,Thursday,11616,,,3.54,0,0,0,0,2.5671768
FOODS_1_123_CA_3_evaluation,FOODS_1_123,FOODS_1,FOODS,CA_3,CA,2016-05-20,2,Friday,11616,,,3.54,0,0,0,0,2.7433958
FOODS_1_123_CA_3_evaluation,FOODS_1_123,FOODS_1,FOODS,CA_3,CA,2016-05-21,0,Saturday,11617,,,3.54,0,0,0,0,3.2360623
FOODS_1_123_CA_3_evaluation,FOODS_1_123,FOODS_1,FOODS,CA_3,CA,2016-05-22,3,Sunday,11617,,,3.54,0,0,0,0,3.2055426
FOODS_1_127_CA_1_evaluation,FOODS_1_127,FOODS_1,FOODS,CA_1,CA,2016-05-09,1,Monday,11615,,,2.12,0,0,0,0,1.0462145
FOODS_1_127_CA_1_evaluation,FOODS_1_127,FOODS_1,FOODS,CA_1,CA,2016-05-10,0,Tuesday,11615,,,2.12,0,0,0,0,0.89103436
FOODS_1_127_CA_1_evaluation,FOODS_1_127,FOODS_1,FOODS,CA_1,CA,2016-05-11,0,Wednesday,11615,,,2.12,0,0,0,0,0.91196954
FOODS_1_127_CA_1_evaluation,FOODS_1_127,FOODS_1,FOODS,CA_1,CA,2016-05-12,0,Thursday,11615,,,2.12,0,0,0,0,0.769701
FOODS_1_127_CA_1_evaluation,FOODS_1_127,FOODS_1,FOODS,CA_1,CA,2016-05-13,3,Friday,11615,,,2.12,0,0,0,0,0.8858211
FOODS_1_127_CA_1_evaluation,FOODS_1_127,FOODS_1,FOODS,CA_1,CA,2016-05-14,0,Saturday,11616,,,2.12,0,0,0,0,1.25222
FOODS_1_127_CA_1_evaluation,FOODS_1_127,FOODS_1,FOODS,CA_1,CA,2016-05-15,0,Sunday,11616,,,2.12,0,0,0,0,1.2801324
FOODS_1_127_CA_1_evaluation,FOODS_1_127,FOODS_1,FOODS,CA_1,CA,2016-05-16,0,Monday,11616,,,2.12,0,0,0,0,0.9557152
FOODS_1_127_CA_1_evaluation,FOODS_1_127,FOODS_1,FOODS,CA_1,CA,2016-05-17,1,Tuesday,11616,,,2.12,0,0,0,0,0.7872175
FOODS_1_127_CA_1_evaluation,FOODS_1_127,FOODS_1,FOODS,CA_1,CA,2016-05-18,2,Wednesday,11616,,,2.12,0,0,0,0,0.793998
FOODS_1_127_CA_1_evaluation,FOODS_1_127,FOODS_1,FOODS,CA_1,CA,2016-05-19,1,Thursday,11616,,,2.12,0,0,0,0,0.7793101
FOODS_1_127_CA_1_evaluation,FOODS_1_127,FOODS_1,FOODS,CA_1,CA,2016-05-20,2,Friday,11616,,,2.12,0,0,0,0,0.9731442
FOODS_1_127_CA_1_evaluation,FOODS_1_127,FOODS_1,FOODS,CA_1,CA,2016-05-21,4,Saturday,11617,,,2.12,0,0,0,0,1.3498584
FOODS_1_127_CA_1_evaluation,FOODS_1_127,FOODS_1,FOODS,CA_1,CA,2016-05-22,2,Sunday,11617,,,2.12,0,0,0,0,1.376805
FOODS_1_129_WI_2_evaluation,FOODS_1_129,FOODS_1,FOODS,WI_2,WI,2016-05-09,3,Monday,11615,,,7.23,0,0,0,0,4.61215
FOODS_1_129_WI_2_evaluation,FOODS_1_129,FOODS_1,FOODS,WI_2,WI,2016-05-10,5,Tuesday,11615,,,7.23,0,0,0,0,4.6680155
FOODS_1_129_WI_2_evaluation,FOODS_1_129,FOODS_1,FOODS,WI_2,WI,2016-05-11,3,Wednesday,11615,,,7.23,0,0,0,0,4.598271
FOODS_1_129_WI_2_evaluation,FOODS_1_129,FOODS_1,FOODS,WI_2,WI,2016-05-12,7,Thursday,11615,,,7.23,0,0,0,0,4.4513273
FOODS_1_129_WI_2_evaluation,FOODS_1_129,FOODS_1,FOODS,WI_2,WI,2016-05-13,7,Friday,11615,,,7.23,0,0,0,0,4.2730465
FOODS_1_129_WI_2_evaluation,FOODS_1_129,FOODS_1,FOODS,WI_2,WI,2016-05-14,5,Saturday,11616,,,7.23,0,0,0,0,4.4345264
FOODS_1_129_WI_2_evaluation,FOODS_1_129,FOODS_1,FOODS,WI_2,WI,2016-05-15,3,Sunday,11616,,,7.23,0,0,0,0,4.5415516
FOODS_1_129_WI_2_evaluation,FOODS_1_129,FOODS_1,FOODS,WI_2,WI,2016-05-16,4,Monday,11616,,,7.23,0,0,0,0,4.411357
FOODS_1_129_WI_2_evaluation,FOODS_1_129,FOODS_1,FOODS,WI_2,WI,2016-05-17,6,Tuesday,11616,,,7.23,0,0,0,0,4.3089733
FOODS_1_129_WI_2_evaluation,FOODS_1_129,FOODS_1,FOODS,WI_2,WI,2016-05-18,12,Wednesday,11616,,,7.23,0,0,0,0,4.265185
FOODS_1_129_WI_2_evaluation,FOODS_1_129,FOODS_1,FOODS,WI_2,WI,2016-05-19,1,Thursday,11616,,,7.23,0,0,0,0,4.2368193
FOODS_1_129_WI_2_evaluation,FOODS_1_129,FOODS_1,FOODS,WI_2,WI,2016-05-20,2,Friday,11616,,,7.23,0,0,0,0,4.249916
FOODS_1_129_WI_2_evaluation,FOODS_1_129,FOODS_1,FOODS,WI_2,WI,2016-05-21,3,Saturday,11617,,,7.23,0,0,0,0,4.392354
FOODS_1_129_WI_2_evaluation,FOODS_1_129,FOODS_1,FOODS,WI_2,WI,2016-05-22,5,Sunday,11617,,,7.23,0,0,0,0,4.527995
FOODS_1_137_WI_3_evaluation,FOODS_1_137,FOODS_1,FOODS,WI_3,WI,2016-05-09,2,Monday,11615,,,2.0,0,0,0,0,2.4750695
FOODS_1_137_WI_3_evaluation,FOODS_1_137,FOODS_1,FOODS,WI_3,WI,2016-05-10,3,Tuesday,11615,,,2.0,0,0,0,0,2.3100524
FOODS_1_137_WI_3_evaluation,FOODS_1_137,FOODS_1,FOODS,WI_3,WI,2016-05-11,2,Wednesday,11615,,,2.0,0,0,0,0,2.3790903
FOODS_1_137_WI_3_evaluation,FOODS_1_137,FOODS_1,FOODS,WI_3,WI,2016-05-12,3,Thursday,11615,,,2.0,0,0,0,0,2.107696
FOODS_1_137_WI_3_evaluation,FOODS_1_137,FOODS_1,FOODS,WI_3,WI,2016-05-13,3,Friday,11615,,,2.0,0,0,0,0,2.2169847
FOODS_1_137_WI_3_evaluation,FOODS_1_137,FOODS_1,FOODS,WI_3,WI,2016-05-14,1,Saturday,11616,,,2.0,0,0,0,0,2.6981883
FOODS_1_137_WI_3_evaluation,FOODS_1_137,FOODS_1,FOODS,WI_3,WI,2016-05-15,1,Sunday,11616,,,2.0,0,0,0,0,2.6816442
FOODS_1_137_WI_3_evaluation,FOODS_1_137,FOODS_1,FOODS,WI_3,WI,2016-05-16,1,Monday,11616,,,2.0,0,0,0,0,2.245244
FOODS_1_137_WI_3_evaluation,FOODS_1_137,FOODS_1,FOODS,WI_3,WI,2016-05-17,3,Tuesday,11616,,,2.0,0,0,0,0,2.0763826
FOODS_1_137_WI_3_evaluation,FOODS_1_137,FOODS_1,FOODS,WI_3,WI,2016-05-18,2,Wednesday,11616,,,2.0,0,0,0,0,2.1452122
FOODS_1_137_WI_3_evaluation,FOODS_1_137,FOODS_1,FOODS,WI_3,WI,2016-05-19,0,Thursday,11616,,,2.0,0,0,0,0,1.9696513
FOODS_1_137_WI_3_evaluation,FOODS_1_137,FOODS_1,FOODS,WI_3,WI,2016-05-20,0,Friday,11616,,,2.0,0,0,0,0,2.1595082
FOODS_1_137_WI_3_evaluation,FOODS_1_137,FOODS_1,FOODS,WI_3,WI,2016-05-21,6,Saturday,11617,,,2.0,0,0,0,0,2.6724753
FOODS_1_137_WI_3_evaluation,FOODS_1_137,FOODS_1,FOODS,WI_3,WI,2016-05-22,2,Sunday,11617,,,2.0,0,0,0,0,2.6838982
FOODS_1_140_CA_3_evaluation,FOODS_1_140,FOODS_1,FOODS,CA_3,CA,2016-05-09,0,Monday,11615,,,6.98,0,0,0,0,1.217001
FOODS_1_140_CA_3_evaluation,FOODS_1_140,FOODS_1,FOODS,CA_3,CA,2016-05-10,2,Tuesday,11615,,,6.98,0,0,0,0,1.2615857
FOODS_1_140_CA_3_evaluation,FOODS_1_140,FOODS_1,FOODS,CA_3,CA,2016-05-11,0,Wednesday,11615,,,6.98,0,0,0,0,1.2769945
FOODS_1_140_CA_3_evaluation,FOODS_1_140,FOODS_1,FOODS,CA_3,CA,2016-05-12,0,Thursday,11615,,,6.98,0,0,0,0,1.2186518
FOODS_1_140_CA_3_evaluation,FOODS_1_140,FOODS_1,FOODS,CA_3,CA,2016-05-13,1,Friday,11615,,,6.98,0,0,0,0,1.2790847
FOODS_1_140_CA_3_evaluation,FOODS_1_140,FOODS_1,FOODS,CA_3,CA,2016-05-14,2,Saturday,11616,,,6.98,0,0,0,0,1.402817
FOODS_1_140_CA_3_evaluation,FOODS_1_140,FOODS_1,FOODS,CA_3,CA,2016-05-15,1,Sunday,11616,,,6.98,0,0,0,0,1.3603951
FOODS_1_140_CA_3_evaluation,FOODS_1_140,FOODS_1,FOODS,CA_3,CA,2016-05-16,2,Monday,11616,,,6.98,0,0,0,0,1.1672397
FOODS_1_140_CA_3_evaluation,FOODS_1_140,FOODS_1,FOODS,CA_3,CA,2016-05-17,4,Tuesday,11616,,,6.98,0,0,0,0,1.141201
